x,y
7.1058,8.1196
7.7591,7.43975
8.1012625,6.74160625
8.1986671875,6.1206421875
8.133318359375,5.622846875
7.97535859375,5.2555162109375
7.77429755859375,5.00379663085937
7.55973470458984,4.84439340209961
7.3459383102417,4.7542739654541
7.13716518058777,4.71488299331665
6.93224227228165,4.71322241430282
6.72731936397552,4.711561835289
6.52624667701721,4.7476316493988
6.3278511680603,4.8084337852478
6.12552994537353,4.88652742767334
5.9118318939209,4.9811090423584
5.68230122680664,5.09595736694336
5.43710423583984,5.23559661865234
5.18059748535156,5.40186774902344
4.91974780273437,5.59208452148437
4.66235869140625,5.79897099609375
4.40496958007813,6.00585747070313
4.15104104003906,6.22941364746094
3.90837657470703,6.46236358642578
3.68561636352539,6.69284164428711
3.49046367492676,6.90432995910645
3.32771770172119,7.07737734222412
3.1980674446106,7.19329616165161
3.09864554176331,7.23905360984802
3.02567737751007,7.211626420784
2.97836642618179,7.12105613546372
2.93105547485352,7.03048585014343
2.9094017364502,6.87677246856689
2.91260868530273,6.66995753173828
2.94285788574219,6.43314738769531
3.0091943359375,6.20556845703125
3.132648046875,6.044323046875
3.3517328125,6.0240828125
3.72626875,6.234925
4.33575,6.7814
5.2664,7.7926
