x,y
1.3832,0.9768
2.42335,1.972925
3.2586640625,2.85798125
3.9177119140625,3.6421208984375
4.42729194335937,4.33296643066406
4.81203558654785,4.93657032775879
5.0941895816803,5.45809259223938
5.49287423973084,6.34642801799774
5.60940490264893,6.71324117927551
5.66290188140869,7.0074268699646
5.67067440185547,7.23327924957275
5.64747887573242,7.39511911315918
5.60556853027344,7.49753547973633
5.55483254394531,7.54547337646484
5.50409655761719,7.59341127319336
5.44453493041992,7.58687070007324
5.38603684082031,7.53079668426514
5.33612741851807,7.43049026107788
5.30010688018799,7.29169625816345
5.28127917137146,7.12053727550507
5.28122593307495,6.92335802564621
5.28117269477844,6.72617877578735
5.29989392700195,6.50297925872803
5.33897127075195,6.26010418701172
5.3982640625,6.00412038574219
5.47618330078125,5.7416611328125
5.5700109375,5.479180859375
5.6762203125,5.222684375
5.7824296875,4.966187890625
5.90102080078125,4.7156751953125
6.0284669921875,4.47715109863281
6.16043298950195,4.25617078857422
6.29209534301758,4.05756905670166
6.41846400337219,3.88516404800415
6.53466086120605,3.74149969987869
6.65085771903992,3.59783535175323
6.75688277435303,3.48291166419983
6.84785791778565,3.39927257461548
6.91901697998047,3.34818781280518
6.96598427124023,3.32939533996582
6.98501008300781,3.34088247680664
6.97311896972656,3.37876988525391
6.96122785644531,3.41665729370117
6.91841981811523,3.48094497375488
6.84171940917969,3.56775358734131
6.72892544708252,3.67133713760376
6.57875929412842,3.7839669506073
6.39092591972351,3.89591851062775
6.16604356155396,3.99562531347275
5.9411612033844,4.09533211631775
5.6792298614502,4.1827941619873
5.3808677734375,4.24644494628906
5.0476064453125,4.2728759765625
4.6818203125,4.246990625
4.286525,4.152325
3.865,3.9716
0,0
