x,y
4,0
3.75,0.375
3.5390625,0.7265625
3.185546875,1.3828125
3.04296875,1.6875
2.9296875,1.96875
2.81640625,2.25
2.732421875,2.5078125
2.6728515625,2.7421875
2.61328125,2.9765625
2.578125,3.1875
2.5625,3.375
2.546875,3.5625
2.55078125,3.7265625
2.5693359375,3.8671875
2.587890625,4.0078125
2.62109375,4.125
2.6640625,4.21875
2.70703125,4.3125
2.759765625,4.3828125
2.8173828125,4.4296875
2.875,4.4765625
2.9375,4.5
3,4.5
3.0625,4.5
3.125,4.4765625
3.1826171875,4.4296875
3.240234375,4.3828125
3.29296875,4.3125
3.3359375,4.21875
3.37890625,4.125
3.412109375,4.0078125
3.4306640625,3.8671875
3.44921875,3.7265625
3.453125,3.5625
3.4375,3.375
3.421875,3.1875
3.38671875,2.9765625
3.3271484375,2.7421875
3.267578125,2.5078125
3.18359375,2.25
3.0703125,1.96875
2.95703125,1.6875
2.814453125,1.3828125
2.6376953125,1.0546875
2.4609375,0.7265625
2.25,0.375
2,0
0,0
