x,y
4,0
3.75,0.0625
3.53125,0.12109375
3.33984375,0.17578125
3.1484375,0.23046875
2.984375,0.28125
2.84375,0.328125
2.703125,0.375
2.5859375,0.41796875
2.48828125,0.45703125
2.390625,0.49609375
2.3125,0.53125
2.25,0.5625
2.1875,0.59375
2.140625,0.62109375
2.10546875,0.64453125
2.0703125,0.66796875
2.046875,0.6875
2.03125,0.703125
2.015625,0.71875
2.0078125,0.73046875
2.00390625,0.73828125
2,0.74609375
2,0.75
2,0.75
2,0.75
2,0.74609375
1.99609375,0.73828125
1.9921875,0.73046875
1.984375,0.71875
1.96875,0.703125
1.953125,0.6875
1.9296875,0.66796875
1.89453125,0.64453125
1.859375,0.62109375
1.8125,0.59375
1.75,0.5625
1.6875,0.53125
1.609375,0.49609375
1.51171875,0.45703125
1.4140625,0.41796875
1.296875,0.375
1.15625,0.328125
1.015625,0.28125
0.8515625,0.23046875
0.66015625,0.17578125
0.46875,0.12109375
0.25,0.0625
0,0
