x,y
7.1058,8.1196
7.269125,7.9496375
7.41300390625,7.778531640625
7.53847390136719,7.60777419433594
7.64663320159912,7.43866363525391
7.73861421470642,7.27231567745209
7.81556126697063,7.10967521766424
7.87861233650669,6.95152915824614
7.92888428474262,6.7985196841626
7.96746112856156,6.65115765147193
8.02330875614204,6.36851398060321
8.04057953990359,6.23323234242515
8.04823936802473,6.10438365736682
8.04728837239889,5.98224258109672
8.03867564447464,5.86697889779999
8.02329276721366,5.758670589117
8.00196956620227,5.65731647203852
7.97547171591262,5.56284820574464
7.94449987997827,5.47514152619052
7.90969010350415,5.3940266154117
7.87488032703004,5.31291170463287
7.83623261001615,5.23838856262935
7.79438299756743,5.17028737143666
7.74990291626016,5.1083927591707
7.703299566452,5.05245416933304
7.65501756662635,5.00219536483569
7.60544156779123,4.95732297371814
7.55489959510828,4.91753403169877
7.5036669093694,4.88252251422617
7.4519702128371,4.85198487936776
7.40027351630481,4.82144724450936
7.34811280897911,4.79538349226516
7.29571479312251,4.77349008070261
7.24325761246814,4.75546595050802
7.19087505806005,4.74101806787522
7.13866111845709,4.72986597823165
7.08667469881624,4.72174539213925
7.03494436526895,4.71641085337996
6.98347299935818,4.71363755905628
6.93224227228165,4.71322241430282
6.88101154520512,4.71280726954937
6.83002145696282,4.71475027436614
6.77925367875248,4.71884833388776
6.72866867142655,4.72492006128095
6.67821015973547,4.73280683245612
6.62780942637718,4.74237307538984
6.57738933559843,4.75350587665412
6.52686802107197,4.76611400051358
6.47616219437596,4.78012642166073
6.42519004879834,4.79549047310904
6.37421790322073,4.81085452455735
6.32297943876152,4.82757020630681
6.27139284870867,4.84558485137087
6.21937780805995,4.86486415108389
6.16685837732732,4.88539030299408
6.11376550166631,4.90715977391414
6.0600390800529,4.93018077964868
6.00562959762684,4.95447058336695
5.95049932950917,4.98005270977733
5.89462313655401,5.00695416398337
5.83874694359885,5.03385561818941
5.78212482580619,5.06207640019113
5.72473164403016,5.09164351509208
5.6665548448579,5.12258744839103
5.60759525636131,5.15493938483806
5.54786747578282,5.18872843197222
5.48739986961494,5.22397893722065
5.42623421868475,5.26070797916208
5.36442504996855,5.29892310181562
5.30203870310608,5.33862034740379
5.23965235624361,5.37831759299197
5.17668883123487,5.41949696151478
5.11321446771962,5.46215449519479
5.04930741800107,5.50627473445795
4.98505671356022,5.55182875069678
4.92056106626988,5.59877247750759
4.85592745227814,5.64704539585114
4.79126953277588,5.69656961517334
4.72670596923828,5.74724937744141
4.66235869140625,5.79897099609375
4.59801141357422,5.85069261474609
4.53388042144775,5.90345608978271
4.47008764476776,5.95714773464203
4.40675828154087,6.01163593423366
4.34401906602085,6.06677108388841
4.28199648942985,6.12238596322201
4.22081503168526,6.17829655691138
4.1605954630734,6.23430331942527
4.10145327278665,6.29019286592016
4.04349727668473,6.34574005860186
3.98554128058282,6.40128725128357
3.92877147866573,6.45649209015208
3.87329668679321,6.51112943741321
3.8192190474923,6.56496240232206
3.76663263771866,6.61774442754461
3.71562225584188,6.66922177098486
3.66626244021558,6.71913635237798
3.61861676713678,6.76722892103919
3.57273746891194,6.81324249016843
3.52866540329689,6.85692597583672
3.48459333768184,6.90060946150501
3.44232850467658,6.94196286371236
3.40191176203693,6.98073509852981
3.36337259296808,7.01668098489949
3.32672907556453,7.04956488362109
3.291988203624,7.07916454101999
3.25914659010257,7.10527507542331
3.22819157502869,7.12771303729588
3.19910274788085,7.14632047033029
3.171853880428,7.16096890273853
3.14460501297514,7.17561733514677
3.11919610521726,7.18630676692885
3.09560092892329,7.19290872629676
3.07378743815257,7.19532422598188
3.05371970209526,7.19348775452664
3.03536024837531,7.18737119777762
3.01867281281501,7.17698761982769
3.00362547765374,7.16239483460784
2.99019416401386,7.14369870679379
2.97836642618179,7.12105613546372
2.96653868834972,7.09841356413365
2.95631452632546,7.07182454928756
2.94768149439544,7.04144599000365
2.94063878001012,7.00748581976257
2.93520099806516,6.97020599010522
2.93140228699765,6.92992513704149
2.92930065426581,6.88702088364647
2.92898250055535,6.84193174705116
2.93056723180619,6.79515864011255
2.93421184604783,6.74726598922733
2.93785646028947,6.69937333834212
2.94356095752191,6.6503611435103
2.95148233577462,6.60079383112857
2.96181518516663,6.55129934113335
2.97479627474175,6.50257024481445
2.99070911411234,6.45536447877236
3.00988837689956,6.41050571648335
3.03272405085249,6.36888343011586
3.05966515556662,6.331452735523
3.0912228430734,6.2992341645143
3.12278053058018,6.2670155935056
3.15895480087961,6.24000914608107
3.20025680600313,6.21923535405024
3.24725983041814,6.20578016517902
3.30060239161752,6.20079471546146
3.3609907235801,6.20549502867056
3.42920045837382,6.22116178729145
3.50607729552388,6.24914037011809
3.59253642143247,6.2908414138704
3.68956041228161,6.34774223095636
3.78658440313075,6.40464304804233
3.89417325892043,6.47674363846195
4.01330955583267,6.56552131462321
4.14504325982928,6.67252006462216
4.29048962955475,6.79935197000504
4.45082560272217,6.94769947967529
4.62728439941406,7.11931887207031
4.821148046875,7.3160453125
5.0337375,7.5398
5.2664,7.7926
0,0
